BusA,CCAr,Reference,Account,Customer.Name,Zone,Bran,Ty,Local.Crcy.Amt,Arr..Clearing...Net.Due.Date.,PayT,Sale.Type,DocumentNo,Doc.Chq.dt,Month,Pstng.Date,Net.Due.Dt,G.L,Year,Clearing,Pending_Amy,pending_cnt,Low Delay_on_NetDUE,Medium Delay_on_NetDUE,High Delay_on_NetDUE,Actual,Prediction_on_NetDue,Prediction_on_Pstng,Low Delay_on_Pstng,Low Medium Delay_on_Pstng,High Delay_on_Pstng,Payment
9600,BPR,1115501955.0,928860,TATA STEEL PROCESSING,North,GBAD,RV,0.04,5,ZZ41,Credit,64792344,31.10.2018,Oct,20181031,20181110,1221001,2019,20181115,0.6,4,0.49,0.51,0.0,14,1,2,0.26,0.25,0.43,
1000,BPR,2412144336.0,928860,TATA STEEL PROCESSING,North,GBAD,RV,0.14,5,ZZ41,Credit,64793901,31.10.2018,Oct,20181031,20181110,1221001,2019,20181115,0.6,4,0.42,0.57,0.0,14,1,2,0.26,0.23,0.45,
9600,BPR,2146119228.0,924924,INDICOR STEEL PRIVATE LIMITED,South,SBAD,RV,0.17,5,ZZ42,Credit,64778363,30.10.2018,Oct,20181030,20181111,1221001,2019,20181116,0.67,4,0.42,0.26,0.32,15,0,2,0.01,0.44,0.54,
2000,BPR,2418202652.0,828300,SILIGURI BUILDERS PVT. LTD.,East,CALS,RV,0.06,5,ZZ16,Credit,64794530,31.10.2018,Oct,20181031,20181104,1221001,2019,20181109,0.22,1,0.99,0.01,0.0,8,0,0,0.56,0.44,0.0,Yes
2000,BPR,2418202651.0,828300,SILIGURI BUILDERS PVT. LTD.,East,CALS,RV,0.26,5,ZZ16,Credit,64794529,31.10.2018,Oct,20181031,20181104,1221001,2019,20181109,0.22,1,0.97,0.03,0.0,8,0,0,0.57,0.43,0.0,Yes
2000,BPR,2418202649.0,828300,SILIGURI BUILDERS PVT. LTD.,East,CALS,RV,0.31,5,ZZ16,Credit,64790769,31.10.2018,Oct,20181031,20181104,1221001,2019,20181109,0.22,1,0.96,0.03,0.0,8,0,0,0.58,0.42,0.0,Yes
1000,BPR,2412142588.0,926346,GRG STEELS PVT. LTD.,North,FBAD,RV,0.14,-6,ZZ41,Credit,64775370,29.10.2018,Oct,20181029,20181108,1221001,2019,20181102,1.75,11,0.77,0.19,0.03,1,0,1,0.0,1.0,0.0,
1000,BPR,2412142589.0,926346,GRG STEELS PVT. LTD.,North,FBAD,RV,0.14,-6,ZZ41,Credit,64775371,29.10.2018,Oct,20181029,20181108,1221001,2019,20181102,1.75,11,0.77,0.19,0.03,1,0,1,0.0,1.0,0.0,
2000,BPR,2412141665.0,926346,GRG STEELS PVT. LTD.,North,FBAD,RV,0.15,-4,ZZ19,Credit,64768825,27.10.2018,Oct,20181027,20181106,1221001,2019,20181102,1.6,10,0.96,0.04,0.0,1,0,1,0.0,1.0,0.0,Yes
1000,BPR,2412143783.0,926346,GRG STEELS PVT. LTD.,North,FBAD,RV,0.12,-1,ZZ41,Credit,64787419,31.10.2018,Oct,20181031,20181110,1221001,2019,20181109,1.5,10,0.75,0.22,0.03,8,0,0,0.65,0.35,0.01,Yes
1000,BPR,2412143816.0,926346,GRG STEELS PVT. LTD.,North,FBAD,RV,0.12,-1,ZZ41,Credit,64787614,31.10.2018,Oct,20181031,20181110,1221001,2019,20181109,1.5,10,0.75,0.22,0.03,8,0,0,0.65,0.35,0.01,Yes
2000,BPR,2412143327.0,926346,GRG STEELS PVT. LTD.,North,FBAD,RV,0.18,0,ZZ19,Credit,64782284,30.10.2018,Oct,20181030,20181109,1221001,2019,20181109,1.74,11,0.91,0.09,0.0,8,0,1,0.0,1.0,0.0,
2000,BPR,2412143335.0,926346,GRG STEELS PVT. LTD.,North,FBAD,RV,0.18,0,ZZ19,Credit,64782293,30.10.2018,Oct,20181030,20181109,1221001,2019,20181109,1.74,11,0.91,0.09,0.0,8,0,1,0.0,1.0,0.0,
2000,BPR,2412143315.0,926346,GRG STEELS PVT. LTD.,North,FBAD,RV,0.17,0,ZZ19,Credit,64782266,30.10.2018,Oct,20181030,20181109,1221001,2019,20181109,1.74,11,0.91,0.09,0.0,8,0,1,0.0,1.0,0.0,
2000,BPR,2426110416.0,926346,GRG STEELS PVT. LTD.,North,FBAD,RV,0.14,0,ZZ19,Credit,64778407,30.10.2018,Oct,20181030,20181109,1221001,2019,20181109,1.74,11,0.88,0.12,0.0,8,0,1,0.0,1.0,0.0,
2000,BPR,2426110448.0,926346,GRG STEELS PVT. LTD.,North,FBAD,RV,0.07,0,ZZ19,Credit,64781803,30.10.2018,Oct,20181030,20181109,1221001,2019,20181109,1.74,11,0.88,0.12,0.0,8,0,1,0.0,1.0,0.0,
1000,BPR,2412143818.0,926346,GRG STEELS PVT. LTD.,North,FBAD,RV,0.12,3,ZZ41,Credit,64787616,31.10.2018,Oct,20181031,20181110,1221001,2019,20181113,1.5,10,0.75,0.22,0.03,12,0,0,0.65,0.35,0.01,Yes
1000,BPR,2412143817.0,926346,GRG STEELS PVT. LTD.,North,FBAD,RV,0.12,3,ZZ41,Credit,64787615,31.10.2018,Oct,20181031,20181110,1221001,2019,20181113,1.5,10,0.75,0.22,0.03,12,0,0,0.65,0.35,0.01,Yes
9600,BPR,2146118869.0,925879,HST STEELS PRIVATE LIMITED,South,SBAD,RV,0.17,0,ZZ42,Credit,64770320,28.10.2018,Oct,20181028,20181109,1221001,2019,20181109,1.0,6,0.59,0.32,0.09,8,0,2,0.01,0.34,0.64,
2000,BPR,2426110468.0,819097,BHAGWATI STEEL SALES,North,CDGH,RV,0.21,5,ZZ20,Credit,64784667,31.10.2018,Oct,20181031,20181112,1221001,2019,20181117,6.97,44,0.93,0.07,0.0,16,0,0,0.51,0.49,0.0,Yes
1000,BPR,2412143961.0,819097,BHAGWATI STEEL SALES,North,CDGH,RV,0.13,5,ZZ09,Credit,64791605,31.10.2018,Oct,20181031,20181109,1221001,2019,20181114,6.97,44,0.78,0.22,0.0,13,0,0,0.51,0.49,0.0,Yes
1000,BPR,2412143960.0,819097,BHAGWATI STEEL SALES,North,CDGH,RV,0.15,5,ZZ09,Credit,64791603,31.10.2018,Oct,20181031,20181109,1221001,2019,20181114,6.97,44,0.79,0.21,0.0,13,0,0,0.51,0.49,0.0,Yes
2000,BPR,2442037784.0,819097,BHAGWATI STEEL SALES,North,CDGH,RV,0.16,5,ZZ20,Credit,64791624,31.10.2018,Oct,20181031,20181112,1221001,2019,20181117,6.97,44,0.96,0.04,0.0,16,0,0,0.53,0.47,0.0,Yes
1000,BPR,2412144015.0,819097,BHAGWATI STEEL SALES,North,CDGH,RV,0.17,5,ZZ09,Credit,64791725,31.10.2018,Oct,20181031,20181109,1221001,2019,20181114,6.97,44,0.77,0.23,0.0,13,0,0,0.51,0.49,0.0,Yes
9600,BPR,2146119864.0,817218,TATA STEEL PROCESSING,South,BANG,RV,0.18,5,ZZ32,Credit,64794516,31.10.2018,Oct,20181031,20181107,1221001,2019,20181112,1.13,7,0.85,0.15,0.0,11,0,1,0.38,0.62,0.0,Yes
9600,BPR,2146118024.0,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.16,0,ZZ41,Credit,64750460,23.10.2018,Oct,20181023,20181102,1221001,2019,20181102,1.35,9,1.0,0.0,0.0,1,0,1,0.0,0.98,0.02,Yes
9600,BPR,2146118100.0,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.16,0,ZZ41,Credit,64752406,23.10.2018,Oct,20181023,20181102,1221001,2019,20181102,1.35,9,1.0,0.0,0.0,1,0,1,0.0,0.98,0.02,Yes
9600,BPR,2146118115.0,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.15,0,ZZ41,Credit,64753371,23.10.2018,Oct,20181023,20181102,1221001,2019,20181102,1.35,9,1.0,0.0,0.0,1,0,1,0.0,0.98,0.02,Yes
9600,BPR,2146118310.0,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.16,0,ZZ41,Credit,64757951,24.10.2018,Oct,20181024,20181103,1221001,2019,20181103,1.99,12,1.0,0.0,0.0,2,0,1,0.0,1.0,0.0,Yes
9600,BPR,2146118343.0,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.16,-1,ZZ41,Credit,64758692,25.10.2018,Oct,20181025,20181104,1221001,2019,20181103,2.47,15,0.98,0.02,0.0,2,0,1,0.0,1.0,0.0,Yes
9600,BPR,2146118444.0,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.16,-1,ZZ41,Credit,64760557,25.10.2018,Oct,20181025,20181104,1221001,2019,20181103,2.47,15,0.98,0.02,0.0,2,0,1,0.0,1.0,0.0,Yes
9600,BPR,2146118488.0,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.17,-1,ZZ41,Credit,64761938,25.10.2018,Oct,20181025,20181104,1221001,2019,20181103,2.47,15,0.98,0.02,0.0,2,0,1,0.0,1.0,0.0,Yes
9600,BPR,2146118588.0,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.16,0,ZZ41,Credit,64763561,26.10.2018,Oct,20181026,20181105,1221001,2019,20181105,1.95,12,1.0,0.0,0.0,4,0,1,0.0,1.0,0.0,Yes
9600,BPR,2146118889.0,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.16,-1,ZZ41,Credit,64770399,28.10.2018,Oct,20181028,20181107,1221001,2019,20181106,5.39,35,0.99,0.01,0.0,5,0,1,0.02,0.98,0.0,Yes
9600,BPR,2146118919.0,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.16,-1,ZZ41,Credit,64770599,28.10.2018,Oct,20181028,20181107,1221001,2019,20181106,5.39,35,0.99,0.01,0.0,5,0,1,0.02,0.98,0.0,Yes
9600,BPR,2146119013.0,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.18,-1,ZZ41,Credit,64772356,28.10.2018,Oct,20181028,20181107,1221001,2019,20181106,5.39,35,0.99,0.01,0.0,5,0,1,0.02,0.98,0.0,Yes
2500,BPR,2410319337.0,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.15,0,ZZ41,Credit,64750494,23.10.2018,Oct,20181023,20181102,1221001,2019,20181102,1.35,9,1.0,0.0,0.0,1,0,1,0.0,0.98,0.02,Yes
2500,BPR,2410319625.0,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.15,0,ZZ41,Credit,64766469,27.10.2018,Oct,20181027,20181106,1221001,2019,20181106,4.24,27,1.0,0.0,0.0,5,0,1,0.02,0.98,0.0,Yes
2000,BPR,2412140190.0,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.17,0,ZZ19,Credit,64754022,23.10.2018,Oct,20181023,20181102,1221001,2019,20181102,1.35,9,1.0,0.0,0.0,1,0,1,0.0,0.98,0.02,Yes
2000,BPR,2412140876.0,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.17,-1,ZZ19,Credit,64761815,25.10.2018,Oct,20181025,20181104,1221001,2019,20181103,2.47,15,0.99,0.01,0.0,2,0,1,0.0,1.0,0.0,Yes
2000,BPR,2412141457.0,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.17,0,ZZ19,Credit,64766221,26.10.2018,Oct,20181026,20181105,1221001,2019,20181105,1.95,12,1.0,0.0,0.0,4,0,1,0.0,1.0,0.0,Yes
2000,BPR,2412143019.0,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.17,1,ZZ19,Credit,64778215,29.10.2018,Oct,20181029,20181108,1221001,2019,20181109,4.42,29,0.98,0.02,0.0,8,0,1,0.02,0.98,0.0,
2000,BPR,2412143022.0,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.17,1,ZZ19,Credit,64778218,29.10.2018,Oct,20181029,20181108,1221001,2019,20181109,4.42,29,0.98,0.02,0.0,8,0,1,0.02,0.98,0.0,
2000,BPR,2426110350.0,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.07,-1,ZZ19,Credit,64772955,28.10.2018,Oct,20181028,20181107,1221001,2019,20181106,5.39,35,0.99,0.01,0.0,5,0,1,0.03,0.96,0.01,Yes
2000,BPR,2426110408.0,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.33,1,ZZ19,Credit,64778228,29.10.2018,Oct,20181029,20181108,1221001,2019,20181109,4.42,29,0.97,0.03,0.0,8,0,1,0.04,0.96,0.0,
9600,BPR,2483308988.0,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.15,0,ZZ28,Credit,64779962,30.10.2018,Oct,20181030,20181102,1221001,2019,20181102,4.7,29,0.72,0.28,0.0,1,0,1,0.0,1.0,0.0,Yes
9600,BPR,2483309019.0,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.16,0,ZZ28,Credit,64780198,30.10.2018,Oct,20181030,20181102,1221001,2019,20181102,4.7,29,0.72,0.28,0.0,1,0,1,0.0,1.0,0.0,Yes
9600,BPR,2483309030.0,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.16,0,ZZ28,Credit,64780610,30.10.2018,Oct,20181030,20181102,1221001,2019,20181102,4.7,29,0.72,0.28,0.0,1,0,1,0.0,1.0,0.0,Yes
9600,BPR,2483309031.0,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.16,0,ZZ28,Credit,64780628,30.10.2018,Oct,20181030,20181102,1221001,2019,20181102,4.7,29,0.72,0.28,0.0,1,0,1,0.0,1.0,0.0,Yes
9600,BPR,2483309034.0,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.16,0,ZZ28,Credit,64780648,30.10.2018,Oct,20181030,20181102,1221001,2019,20181102,4.7,29,0.72,0.28,0.0,1,0,1,0.0,1.0,0.0,Yes
1000,BPR,2483309100.0,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.23,0,ZZ28,Credit,64782839,30.10.2018,Oct,20181030,20181102,1221001,2019,20181102,4.7,29,0.77,0.23,0.0,1,0,1,0.02,0.98,0.0,Yes
9600,BPR,2483309106.0,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.16,0,ZZ28,Credit,64782870,30.10.2018,Oct,20181030,20181102,1221001,2019,20181102,4.7,29,0.72,0.28,0.0,1,0,1,0.0,1.0,0.0,Yes
9600,BPR,2483309113.0,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.12,0,ZZ28,Credit,64782900,30.10.2018,Oct,20181030,20181102,1221001,2019,20181102,4.7,29,0.66,0.34,0.0,1,0,1,0.0,1.0,0.0,Yes
9600,BPR,2483309149.0,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.13,0,ZZ28,Credit,64785496,31.10.2018,Oct,20181031,20181103,1221001,2019,20181103,5.11,31,0.79,0.21,0.0,2,0,1,0.17,0.83,0.0,Yes
9600,BPR,2483309150.0,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.16,0,ZZ28,Credit,64785509,31.10.2018,Oct,20181031,20181103,1221001,2019,20181103,5.11,31,0.79,0.21,0.0,2,0,1,0.17,0.83,0.0,Yes
1000,BPR,2483309286.0,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.05,0,ZZ28,Credit,64787513,31.10.2018,Oct,20181031,20181103,1221001,2019,20181103,5.11,31,0.8,0.2,0.0,2,0,1,0.17,0.82,0.01,Yes
9600,BPR,2483309287.0,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.13,0,ZZ28,Credit,64787515,31.10.2018,Oct,20181031,20181103,1221001,2019,20181103,5.11,31,0.79,0.21,0.0,2,0,1,0.17,0.83,0.0,Yes
9600,BPR,2483309288.0,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.13,0,ZZ28,Credit,64787545,31.10.2018,Oct,20181031,20181103,1221001,2019,20181103,5.11,31,0.79,0.21,0.0,2,0,1,0.17,0.83,0.0,Yes
9600,BPR,2483309290.0,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.13,0,ZZ28,Credit,64787578,31.10.2018,Oct,20181031,20181103,1221001,2019,20181103,5.11,31,0.79,0.21,0.0,2,0,1,0.17,0.83,0.0,Yes
1000,BPR,2483309297.0,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.06,0,ZZ28,Credit,64787895,31.10.2018,Oct,20181031,20181103,1221001,2019,20181103,5.11,31,0.8,0.2,0.0,2,0,1,0.17,0.82,0.01,Yes
9600,BPR,2483309298.0,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.13,0,ZZ28,Credit,64787897,31.10.2018,Oct,20181031,20181103,1221001,2019,20181103,5.11,31,0.79,0.21,0.0,2,0,1,0.17,0.83,0.0,Yes
1000,BPR,2483309300.0,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.06,0,ZZ28,Credit,64787910,31.10.2018,Oct,20181031,20181103,1221001,2019,20181103,5.11,31,0.8,0.2,0.0,2,0,1,0.17,0.82,0.01,Yes
3000,BPR,2485213603.0,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.14,0,ZZ28,Credit,64778320,30.10.2018,Oct,20181030,20181102,1221001,2019,20181102,4.7,29,0.74,0.26,0.0,1,0,1,0.0,1.0,0.0,Yes
3000,BPR,2431592250.0,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.17,-1,ZZ19,Credit,64794063,31.10.2018,Oct,20181031,20181110,1221001,2019,20181109,5.11,31,0.82,0.18,0.0,8,0,1,0.22,0.78,0.0,
2000,BPR,2431592251.0,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.16,-1,ZZ19,Credit,64794113,31.10.2018,Oct,20181031,20181110,1221001,2019,20181109,5.11,31,0.82,0.18,0.0,8,0,1,0.22,0.78,0.0,
3000,BPR,2412144373.0,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.15,-1,ZZ19,Credit,64793945,31.10.2018,Oct,20181031,20181110,1221001,2019,20181109,5.11,31,0.82,0.18,0.0,8,0,1,0.22,0.78,0.0,
3000,BPR,2412144379.0,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.15,-1,ZZ19,Credit,64793952,31.10.2018,Oct,20181031,20181110,1221001,2019,20181109,5.11,31,0.82,0.18,0.0,8,0,1,0.22,0.78,0.0,
3000,BPR,2412144381.0,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.15,-1,ZZ19,Credit,64793954,31.10.2018,Oct,20181031,20181110,1221001,2019,20181109,5.11,31,0.82,0.18,0.0,8,0,1,0.22,0.78,0.0,
9600,BPR,2483309648.0,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.16,0,ZZ28,Credit,64793658,31.10.2018,Oct,20181031,20181103,1221001,2019,20181103,5.11,31,0.79,0.21,0.0,2,0,1,0.17,0.83,0.0,Yes
9600,BPR,2483309613.0,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.15,0,ZZ28,Credit,64792887,31.10.2018,Oct,20181031,20181103,1221001,2019,20181103,5.11,31,0.79,0.21,0.0,2,0,1,0.17,0.83,0.0,Yes
3000,BPR,2485213952.0,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.15,0,ZZ28,Credit,64793820,31.10.2018,Oct,20181031,20181103,1221001,2019,20181103,5.11,31,0.8,0.2,0.0,2,0,1,0.17,0.83,0.0,Yes
3000,BPR,2485213957.0,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.15,0,ZZ28,Credit,64793872,31.10.2018,Oct,20181031,20181103,1221001,2019,20181103,5.11,31,0.8,0.2,0.0,2,0,1,0.17,0.83,0.0,Yes
3000,BPR,2485213955.0,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.15,0,ZZ28,Credit,64793848,31.10.2018,Oct,20181031,20181103,1221001,2019,20181103,5.11,31,0.8,0.2,0.0,2,0,1,0.17,0.83,0.0,Yes
3000,BPR,2485213992.0,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.15,0,ZZ28,Credit,64794525,31.10.2018,Oct,20181031,20181103,1221001,2019,20181103,5.11,31,0.8,0.2,0.0,2,0,1,0.17,0.83,0.0,Yes
3000,BPR,2485213980.0,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.14,0,ZZ28,Credit,64794408,31.10.2018,Oct,20181031,20181103,1221001,2019,20181103,5.11,31,0.8,0.2,0.0,2,0,1,0.17,0.83,0.0,Yes
3000,BPR,2485213941.0,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.14,0,ZZ28,Credit,64792869,31.10.2018,Oct,20181031,20181103,1221001,2019,20181103,5.11,31,0.8,0.2,0.0,2,0,1,0.17,0.83,0.0,Yes
3000,BPR,2485213930.0,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.14,0,ZZ28,Credit,64792245,31.10.2018,Oct,20181031,20181103,1221001,2019,20181103,5.11,31,0.8,0.2,0.0,2,0,1,0.17,0.83,0.0,Yes
9600,BPR,2483309423.0,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.13,0,ZZ28,Credit,64790819,31.10.2018,Oct,20181031,20181103,1221001,2019,20181103,5.11,31,0.79,0.21,0.0,2,0,1,0.17,0.83,0.0,Yes
9600,BPR,2483309521.0,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.13,0,ZZ28,Credit,64792019,31.10.2018,Oct,20181031,20181103,1221001,2019,20181103,5.11,31,0.79,0.21,0.0,2,0,1,0.17,0.83,0.0,Yes
9600,BPR,2483309476.0,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.13,0,ZZ28,Credit,64791377,31.10.2018,Oct,20181031,20181103,1221001,2019,20181103,5.11,31,0.79,0.21,0.0,2,0,1,0.17,0.83,0.0,Yes
1000,BPR,2483309396.0,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.07,0,ZZ28,Credit,64789236,31.10.2018,Oct,20181031,20181103,1221001,2019,20181103,5.11,31,0.8,0.2,0.0,2,0,1,0.17,0.82,0.01,Yes
9600,BPR,2146118418.0,847544,G K ISPAT P LTD,South,SBAD,RV,0.17,-1,ZZ42,Credit,64759876,25.10.2018,Oct,20181025,20181106,1221001,2019,20181105,0.43,3,0.5,0.48,0.02,4,0,1,0.01,0.61,0.38,Yes
2000,BPR,2412141288.0,847544,G K ISPAT P LTD,South,SBAD,RV,0.15,0,ZZ42,Credit,64765581,26.10.2018,Oct,20181026,20181107,1221001,2019,20181107,0.46,3,0.49,0.5,0.01,6,1,1,0.02,0.98,0.0,Yes
2000,BPR,2431589237.0,847544,G K ISPAT P LTD,South,SBAD,RV,0.15,0,ZZ20,Credit,64744807,21.10.2018,Oct,20181021,20181102,1221001,2019,20181102,0.8,5,0.51,0.48,0.02,1,0,1,0.02,0.96,0.02,Yes
2000,BPR,2431589250.0,847544,G K ISPAT P LTD,South,SBAD,RV,0.14,0,ZZ20,Credit,64744943,21.10.2018,Oct,20181021,20181102,1221001,2019,20181102,0.8,5,0.74,0.25,0.01,1,0,1,0.02,0.96,0.02,Yes
2000,BPR,2426110331.0,847544,G K ISPAT P LTD,South,SBAD,RV,0.14,0,ZZ42,Credit,64771909,28.10.2018,Oct,20181028,20181109,1221001,2019,20181109,1.06,7,0.61,0.33,0.06,8,0,1,0.02,0.7,0.28,Yes
9600,BPR,2146118805.0,847544,G K ISPAT P LTD,South,SBAD,RV,0.14,1,ZZ42,Credit,64769216,27.10.2018,Oct,20181027,20181108,1221001,2019,20181109,0.78,5,0.72,0.27,0.01,8,0,1,0.02,0.92,0.07,Yes
2000,BPR,2426110238.0,847544,G K ISPAT P LTD,South,SBAD,RV,0.14,1,ZZ42,Credit,64766115,27.10.2018,Oct,20181027,20181108,1221001,2019,20181109,0.78,5,0.74,0.25,0.01,8,0,1,0.02,0.97,0.02,Yes
2000,BPR,2426110582.0,847544,G K ISPAT P LTD,South,SBAD,RV,0.14,2,ZZ42,Credit,64794413,31.10.2018,Oct,20181031,20181112,1221001,2019,20181114,1.35,9,0.51,0.48,0.0,13,0,1,0.06,0.64,0.3,
9600,BPR,2146118670.0,847544,G K ISPAT P LTD,South,SBAD,RV,0.17,2,ZZ42,Credit,64765959,26.10.2018,Oct,20181026,20181107,1221001,2019,20181109,0.46,3,0.49,0.48,0.02,8,0,1,0.01,0.62,0.37,Yes
2000,BPR,2426110419.0,847544,G K ISPAT P LTD,South,SBAD,RV,0.15,3,ZZ42,Credit,64778458,30.10.2018,Oct,20181030,20181111,1221001,2019,20181114,1.2,8,0.32,0.66,0.02,13,1,1,0.02,0.67,0.31,
2000,BPR,2418202645.0,847471,AASHRAY ENTERPRISES,South,SBAD,RV,0.22,-2,ZZ32,Credit,64785990,31.10.2018,Oct,20181031,20181107,1221001,2019,20181105,0.0,0,0.7,0.29,0.01,4,0,1,0.13,0.86,0.01,Yes
2000,BPR,2412140534.0,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.17,0,ZZ19,Credit,64756322,24.10.2018,Oct,20181024,20181103,1221001,2019,20181103,3.35,24,0.97,0.03,0.0,2,0,1,0.02,0.98,0.0,Yes
2000,BPR,2442037601.0,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.17,0,ZZ19,Credit,64759209,25.10.2018,Oct,20181025,20181104,1221001,2019,20181104,3.69,26,0.98,0.02,0.0,3,0,1,0.02,0.98,0.0,Yes
2000,BPR,2412140533.0,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.17,0,ZZ19,Credit,64756321,24.10.2018,Oct,20181024,20181103,1221001,2019,20181103,3.35,24,0.97,0.03,0.0,2,0,1,0.02,0.98,0.0,Yes
2000,BPR,2412140815.0,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.17,0,ZZ19,Credit,64759239,25.10.2018,Oct,20181025,20181104,1221001,2019,20181104,3.69,26,0.98,0.02,0.0,3,0,1,0.02,0.98,0.0,Yes
2000,BPR,2412140853.0,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.15,0,ZZ19,Credit,64759293,25.10.2018,Oct,20181025,20181104,1221001,2019,20181104,3.69,26,0.98,0.02,0.0,3,0,1,0.02,0.98,0.0,Yes
2000,BPR,2412143338.0,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.15,0,ZZ19,Credit,64782299,30.10.2018,Oct,20181030,20181109,1221001,2019,20181109,3.67,25,0.98,0.02,0.0,8,0,1,0.02,0.98,0.0,
2500,BPR,2410319567.0,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.15,0,ZZ41,Credit,64762950,26.10.2018,Oct,20181026,20181105,1221001,2019,20181105,2.87,20,0.95,0.05,0.0,4,0,1,0.0,1.0,0.0,Yes
2000,BPR,2442037596.0,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.15,0,ZZ19,Credit,64759201,25.10.2018,Oct,20181025,20181104,1221001,2019,20181104,3.69,26,0.98,0.02,0.0,3,0,1,0.02,0.98,0.0,Yes
1000,BPR,2412141737.0,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.15,0,ZZ41,Credit,64768933,27.10.2018,Oct,20181027,20181106,1221001,2019,20181106,3.02,21,0.99,0.01,0.0,5,0,1,0.0,1.0,0.0,Yes
1000,BPR,2412141736.0,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.15,0,ZZ41,Credit,64768932,27.10.2018,Oct,20181027,20181106,1221001,2019,20181106,3.02,21,0.99,0.01,0.0,5,0,1,0.0,1.0,0.0,Yes
1000,BPR,2412141683.0,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.15,0,ZZ41,Credit,64768857,27.10.2018,Oct,20181027,20181106,1221001,2019,20181106,3.02,21,0.99,0.01,0.0,5,0,1,0.0,1.0,0.0,Yes
1000,BPR,2412142187.0,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.14,0,ZZ41,Credit,64772173,28.10.2018,Oct,20181028,20181107,1221001,2019,20181107,4.01,34,1.0,0.0,0.0,6,0,1,0.02,0.98,0.0,Yes
